candidate_id,req_id,department,level,source,applied_date,final_stage,outcome,hired,days_in_process
CAN02025,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-21,CV Screening,Rejected - CV Screen,0,8
CAN02026,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-03,CV Screening,Rejected - CV Screen,0,8
CAN02027,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-16,CV Screening,Rejected - CV Screen,0,10
CAN02028,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-11,CV Screening,Rejected - CV Screen,0,9
CAN02029,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-06,CV Screening,Rejected - CV Screen,0,3
CAN02030,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-07,CV Screening,Rejected - CV Screen,0,10
CAN02031,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-13,CV Screening,Rejected - CV Screen,0,6
CAN02032,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-07,CV Screening,Rejected - CV Screen,0,5
CAN02033,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-15,CV Screening,Rejected - CV Screen,0,6
CAN02034,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-22,Written Test,Rejected - Written Test,0,18
CAN02035,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-17,CV Screening,Rejected - CV Screen,0,3
CAN02036,REQ0024,Operations,Non-Executive,Walk-in,2022-07-22,Offer & Approval,Offer Declined,0,36
CAN02037,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-07,CV Screening,Rejected - CV Screen,0,6
CAN02038,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-08,CV Screening,Rejected - CV Screen,0,10
CAN02039,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-06,CV Screening,Rejected - CV Screen,0,5
CAN02040,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-22,Written Test,Rejected - Written Test,0,14
CAN02041,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-04,CV Screening,Rejected - CV Screen,0,5
CAN02042,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-05,CV Screening,Rejected - CV Screen,0,4
CAN02043,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-02,CV Screening,Rejected - CV Screen,0,3
CAN02044,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-22,CV Screening,Rejected - CV Screen,0,9
CAN02045,REQ0024,Operations,Non-Executive,Walk-in,2022-07-05,CV Screening,Rejected - CV Screen,0,5
CAN02046,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-13,CV Screening,Rejected - CV Screen,0,7
CAN02047,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-17,Offer & Approval,Offer Declined,0,39
CAN02048,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-17,Hired,Hired,1,69
CAN02049,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-16,CV Screening,Rejected - CV Screen,0,5
CAN02050,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-06,CV Screening,Rejected - CV Screen,0,6
CAN02051,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-21,CV Screening,Rejected - CV Screen,0,6
CAN02052,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-10,CV Screening,Rejected - CV Screen,0,8
CAN02053,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-16,CV Screening,Rejected - CV Screen,0,9
CAN02054,REQ0024,Operations,Non-Executive,Walk-in,2022-07-03,CV Screening,Rejected - CV Screen,0,6
CAN02055,REQ0024,Operations,Non-Executive,Walk-in,2022-07-22,Written Test,Rejected - Written Test,0,11
CAN02056,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-10,CV Screening,Rejected - CV Screen,0,5
CAN02057,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-05,CV Screening,Rejected - CV Screen,0,3
CAN02058,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-02,CV Screening,Rejected - CV Screen,0,6
CAN02059,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-16,CV Screening,Rejected - CV Screen,0,8
CAN02060,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-07,CV Screening,Rejected - CV Screen,0,7
CAN02061,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-05,CV Screening,Rejected - CV Screen,0,6
CAN02062,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-04,CV Screening,Rejected - CV Screen,0,5
CAN02063,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-16,Offer & Approval,Offer Declined,0,46
CAN02064,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-22,Interview,Rejected - Interview,0,24
CAN02065,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-04,CV Screening,Rejected - CV Screen,0,4
CAN02066,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-22,CV Screening,Rejected - CV Screen,0,8
CAN02067,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-02,CV Screening,Rejected - CV Screen,0,6
CAN02068,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-16,CV Screening,Rejected - CV Screen,0,3
CAN02069,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-21,CV Screening,Rejected - CV Screen,0,9
CAN02070,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-16,CV Screening,Rejected - CV Screen,0,9
CAN02071,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-19,CV Screening,Rejected - CV Screen,0,7
CAN02072,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-22,CV Screening,Rejected - CV Screen,0,6
CAN02073,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-10,CV Screening,Rejected - CV Screen,0,5
CAN02074,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-17,Hired,Hired,1,44
CAN02075,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-08,CV Screening,Rejected - CV Screen,0,8
CAN02076,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-06,CV Screening,Rejected - CV Screen,0,3
CAN02077,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-02,CV Screening,Rejected - CV Screen,0,10
CAN02078,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-22,CV Screening,Rejected - CV Screen,0,5
CAN02079,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-13,CV Screening,Rejected - CV Screen,0,10
CAN02080,REQ0024,Operations,Non-Executive,Walk-in,2022-07-07,CV Screening,Rejected - CV Screen,0,8
CAN02081,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-16,CV Screening,Rejected - CV Screen,0,9
CAN02082,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-21,CV Screening,Rejected - CV Screen,0,5
CAN02083,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-10,CV Screening,Rejected - CV Screen,0,6
CAN02084,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-13,Interview,Rejected - Interview,0,34
CAN02085,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-12,Hired,Hired,1,73
CAN02086,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-10,CV Screening,Rejected - CV Screen,0,5
CAN02087,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-03,Written Test,Rejected - Written Test,0,18
CAN02088,REQ0024,Operations,Non-Executive,Walk-in,2022-07-10,CV Screening,Rejected - CV Screen,0,8
CAN02089,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-09,CV Screening,Rejected - CV Screen,0,10
CAN02090,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-06,CV Screening,Rejected - CV Screen,0,10
CAN02091,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-22,CV Screening,Rejected - CV Screen,0,3
CAN02092,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-04,CV Screening,Rejected - CV Screen,0,7
CAN02093,REQ0024,Operations,Non-Executive,Headhunting Firm,2022-07-16,CV Screening,Rejected - CV Screen,0,10
CAN02094,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-14,Interview,Withdrew,0,32
CAN02095,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-03,Written Test,Rejected - Written Test,0,9
CAN02096,REQ0024,Operations,Non-Executive,LinkedIn,2022-07-19,CV Screening,Rejected - CV Screen,0,8
CAN02097,REQ0024,Operations,Non-Executive,bdjobs.com,2022-07-04,CV Screening,Rejected - CV Screen,0,5
CAN02098,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-12,Hired,Hired,1,82
CAN02099,REQ0024,Operations,Non-Executive,Internal Referral,2022-07-08,Written Test,Rejected - Written Test,0,13
CAN02100,REQ0025,Product,Non-Executive,LinkedIn,2022-08-10,CV Screening,Rejected - CV Screen,0,6
CAN02101,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-17,CV Screening,Rejected - CV Screen,0,7
CAN02102,REQ0025,Product,Non-Executive,LinkedIn,2022-08-03,CV Screening,Rejected - CV Screen,0,3
CAN02103,REQ0025,Product,Non-Executive,Internal Referral,2022-08-17,CV Screening,Rejected - CV Screen,0,5
CAN02104,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-10,Offer & Approval,Offer Declined,0,45
CAN02105,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-31,Written Test,Rejected - Written Test,0,17
CAN02106,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-01,CV Screening,Rejected - CV Screen,0,4
CAN02107,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-02,Written Test,Rejected - Written Test,0,16
CAN02108,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-11,CV Screening,Rejected - CV Screen,0,8
CAN02109,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-15,CV Screening,Rejected - CV Screen,0,6
CAN02110,REQ0025,Product,Non-Executive,Internal Referral,2022-08-03,CV Screening,Rejected - CV Screen,0,9
CAN02111,REQ0025,Product,Non-Executive,LinkedIn,2022-08-08,Hired,Hired,1,71
CAN02112,REQ0025,Product,Non-Executive,Internal Referral,2022-08-03,CV Screening,Rejected - CV Screen,0,4
CAN02113,REQ0025,Product,Non-Executive,Internal Referral,2022-07-31,CV Screening,Rejected - CV Screen,0,3
CAN02114,REQ0025,Product,Non-Executive,LinkedIn,2022-08-01,CV Screening,Rejected - CV Screen,0,6
CAN02115,REQ0025,Product,Non-Executive,LinkedIn,2022-08-06,CV Screening,Rejected - CV Screen,0,4
CAN02116,REQ0025,Product,Non-Executive,Walk-in,2022-08-02,Hired,Hired,1,67
CAN02117,REQ0025,Product,Non-Executive,LinkedIn,2022-08-16,CV Screening,Rejected - CV Screen,0,4
CAN02118,REQ0025,Product,Non-Executive,LinkedIn,2022-08-16,Hired,Hired,1,62
CAN02119,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-03,Hired,Hired,1,54
CAN02120,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-17,CV Screening,Rejected - CV Screen,0,10
CAN02121,REQ0025,Product,Non-Executive,LinkedIn,2022-08-04,CV Screening,Rejected - CV Screen,0,9
CAN02122,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-14,CV Screening,Rejected - CV Screen,0,3
CAN02123,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-18,CV Screening,Rejected - CV Screen,0,9
CAN02124,REQ0025,Product,Non-Executive,Walk-in,2022-08-14,CV Screening,Rejected - CV Screen,0,3
CAN02125,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-09,Hired,Hired,1,61
CAN02126,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-18,CV Screening,Rejected - CV Screen,0,5
CAN02127,REQ0025,Product,Non-Executive,LinkedIn,2022-08-12,CV Screening,Rejected - CV Screen,0,4
CAN02128,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-07,CV Screening,Rejected - CV Screen,0,4
CAN02129,REQ0025,Product,Non-Executive,Internal Referral,2022-08-10,CV Screening,Rejected - CV Screen,0,3
CAN02130,REQ0025,Product,Non-Executive,Internal Referral,2022-08-06,CV Screening,Rejected - CV Screen,0,8
CAN02131,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-17,Written Test,Rejected - Written Test,0,12
CAN02132,REQ0025,Product,Non-Executive,LinkedIn,2022-08-12,CV Screening,Rejected - CV Screen,0,9
CAN02133,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-08,CV Screening,Rejected - CV Screen,0,5
CAN02134,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-13,CV Screening,Rejected - CV Screen,0,5
CAN02135,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-14,CV Screening,Rejected - CV Screen,0,5
CAN02136,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-13,CV Screening,Rejected - CV Screen,0,9
CAN02137,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-05,CV Screening,Rejected - CV Screen,0,10
CAN02138,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-11,CV Screening,Rejected - CV Screen,0,5
CAN02139,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-08,Hired,Hired,1,55
CAN02140,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-11,CV Screening,Rejected - CV Screen,0,10
CAN02141,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-12,CV Screening,Rejected - CV Screen,0,5
CAN02142,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-17,Offer & Approval,Offer Declined,0,48
CAN02143,REQ0025,Product,Non-Executive,Walk-in,2022-08-09,CV Screening,Rejected - CV Screen,0,9
CAN02144,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-15,CV Screening,Rejected - CV Screen,0,9
CAN02145,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-29,CV Screening,Rejected - CV Screen,0,7
CAN02146,REQ0025,Product,Non-Executive,LinkedIn,2022-08-09,Interview,Rejected - Interview,0,27
CAN02147,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-29,CV Screening,Rejected - CV Screen,0,6
CAN02148,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-14,CV Screening,Rejected - CV Screen,0,6
CAN02149,REQ0025,Product,Non-Executive,LinkedIn,2022-08-14,CV Screening,Rejected - CV Screen,0,10
CAN02150,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-06,CV Screening,Rejected - CV Screen,0,3
CAN02151,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-31,CV Screening,Rejected - CV Screen,0,9
CAN02152,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-10,CV Screening,Rejected - CV Screen,0,6
CAN02153,REQ0025,Product,Non-Executive,Internal Referral,2022-08-13,CV Screening,Rejected - CV Screen,0,6
CAN02154,REQ0025,Product,Non-Executive,LinkedIn,2022-08-17,CV Screening,Rejected - CV Screen,0,9
CAN02155,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-18,CV Screening,Rejected - CV Screen,0,8
CAN02156,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-29,CV Screening,Rejected - CV Screen,0,7
CAN02157,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-14,Hired,Hired,1,73
CAN02158,REQ0025,Product,Non-Executive,LinkedIn,2022-08-10,Written Test,Rejected - Written Test,0,18
CAN02159,REQ0025,Product,Non-Executive,LinkedIn,2022-07-29,CV Screening,Rejected - CV Screen,0,7
CAN02160,REQ0025,Product,Non-Executive,LinkedIn,2022-08-03,Hired,Hired,1,55
CAN02161,REQ0025,Product,Non-Executive,LinkedIn,2022-08-13,CV Screening,Rejected - CV Screen,0,3
CAN02162,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-09,CV Screening,Rejected - CV Screen,0,10
CAN02163,REQ0025,Product,Non-Executive,LinkedIn,2022-08-13,CV Screening,Rejected - CV Screen,0,9
CAN02164,REQ0025,Product,Non-Executive,LinkedIn,2022-08-01,CV Screening,Rejected - CV Screen,0,4
CAN02165,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-10,CV Screening,Rejected - CV Screen,0,3
CAN02166,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-17,Written Test,Rejected - Written Test,0,11
CAN02167,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-03,CV Screening,Rejected - CV Screen,0,9
CAN02168,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-01,CV Screening,Rejected - CV Screen,0,7
CAN02169,REQ0025,Product,Non-Executive,LinkedIn,2022-08-13,CV Screening,Rejected - CV Screen,0,8
CAN02170,REQ0025,Product,Non-Executive,LinkedIn,2022-08-01,CV Screening,Rejected - CV Screen,0,3
CAN02171,REQ0025,Product,Non-Executive,LinkedIn,2022-08-07,CV Screening,Rejected - CV Screen,0,4
CAN02172,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-08,CV Screening,Rejected - CV Screen,0,7
CAN02173,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-09,CV Screening,Rejected - CV Screen,0,7
CAN02174,REQ0025,Product,Non-Executive,bdjobs.com,2022-07-31,CV Screening,Rejected - CV Screen,0,9
CAN02175,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-16,CV Screening,Rejected - CV Screen,0,6
CAN02176,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-08,CV Screening,Rejected - CV Screen,0,4
CAN02177,REQ0025,Product,Non-Executive,LinkedIn,2022-08-07,CV Screening,Rejected - CV Screen,0,3
CAN02178,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-03,CV Screening,Rejected - CV Screen,0,5
CAN02179,REQ0025,Product,Non-Executive,LinkedIn,2022-08-06,CV Screening,Rejected - CV Screen,0,5
CAN02180,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-09,CV Screening,Rejected - CV Screen,0,6
CAN02181,REQ0025,Product,Non-Executive,Headhunting Firm,2022-08-04,Written Test,Rejected - Written Test,0,17
CAN02182,REQ0025,Product,Non-Executive,LinkedIn,2022-08-05,CV Screening,Rejected - CV Screen,0,8
CAN02183,REQ0025,Product,Non-Executive,LinkedIn,2022-07-30,CV Screening,Rejected - CV Screen,0,7
CAN02184,REQ0025,Product,Non-Executive,bdjobs.com,2022-08-13,Written Test,Rejected - Written Test,0,18
CAN02185,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-20,CV Screening,Rejected - CV Screen,0,10
CAN02186,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-14,CV Screening,Rejected - CV Screen,0,10
CAN02187,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-31,Hired,Hired,1,40
CAN02188,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-19,CV Screening,Rejected - CV Screen,0,8
CAN02189,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-27,Written Test,Rejected - Written Test,0,17
CAN02190,REQ0026,Technology,Non-Executive,Headhunting Firm,2023-03-20,Written Test,Rejected - Written Test,0,17
CAN02191,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-25,CV Screening,Rejected - CV Screen,0,9
CAN02192,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-17,CV Screening,Rejected - CV Screen,0,8
CAN02193,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-17,Written Test,Rejected - Written Test,0,17
CAN02194,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-25,Written Test,Rejected - Written Test,0,23
CAN02195,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-17,CV Screening,Rejected - CV Screen,0,4
CAN02196,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-19,CV Screening,Rejected - CV Screen,0,5
CAN02197,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-22,CV Screening,Rejected - CV Screen,0,10
CAN02198,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-22,CV Screening,Rejected - CV Screen,0,5
CAN02199,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-30,CV Screening,Rejected - CV Screen,0,5
CAN02200,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-31,CV Screening,Rejected - CV Screen,0,5
CAN02201,REQ0026,Technology,Non-Executive,Headhunting Firm,2023-03-22,CV Screening,Rejected - CV Screen,0,8
CAN02202,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-18,Written Test,Rejected - Written Test,0,16
CAN02203,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-23,CV Screening,Rejected - CV Screen,0,6
CAN02204,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-25,Hired,Hired,1,68
CAN02205,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-25,CV Screening,Rejected - CV Screen,0,7
CAN02206,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-21,CV Screening,Rejected - CV Screen,0,10
CAN02207,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-29,Written Test,Rejected - Written Test,0,24
CAN02208,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-26,Interview,Rejected - Interview,0,27
CAN02209,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-11,CV Screening,Rejected - CV Screen,0,5
CAN02210,REQ0026,Technology,Non-Executive,Headhunting Firm,2023-03-28,CV Screening,Rejected - CV Screen,0,9
CAN02211,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-19,CV Screening,Rejected - CV Screen,0,3
CAN02212,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-19,CV Screening,Rejected - CV Screen,0,7
CAN02213,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-16,Offer & Approval,Offer Declined,0,51
CAN02214,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-25,CV Screening,Rejected - CV Screen,0,9
CAN02215,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-17,CV Screening,Rejected - CV Screen,0,7
CAN02216,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-24,CV Screening,Rejected - CV Screen,0,3
CAN02217,REQ0026,Technology,Non-Executive,bdjobs.com,2023-03-22,CV Screening,Rejected - CV Screen,0,9
CAN02218,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-17,CV Screening,Rejected - CV Screen,0,3
CAN02219,REQ0026,Technology,Non-Executive,LinkedIn,2023-03-29,CV Screening,Rejected - CV Screen,0,3
CAN02220,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-18,CV Screening,Rejected - CV Screen,0,10
CAN02221,REQ0026,Technology,Non-Executive,Headhunting Firm,2023-03-15,CV Screening,Rejected - CV Screen,0,4
CAN02222,REQ0026,Technology,Non-Executive,Internal Referral,2023-03-25,CV Screening,Rejected - CV Screen,0,10
CAN02223,REQ0027,HR,Non-Executive,Internal Referral,2022-08-05,Written Test,Rejected - Written Test,0,24
CAN02224,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-06,Written Test,Rejected - Written Test,0,14
CAN02225,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-11,CV Screening,Rejected - CV Screen,0,5
CAN02226,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-28,Interview,Withdrew,0,30
CAN02227,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-25,CV Screening,Rejected - CV Screen,0,10
CAN02228,REQ0027,HR,Non-Executive,Walk-in,2022-07-28,CV Screening,Rejected - CV Screen,0,10
CAN02229,REQ0027,HR,Non-Executive,LinkedIn,2022-07-29,CV Screening,Rejected - CV Screen,0,3
CAN02230,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-03,CV Screening,Rejected - CV Screen,0,10
CAN02231,REQ0027,HR,Non-Executive,LinkedIn,2022-08-03,CV Screening,Rejected - CV Screen,0,8
CAN02232,REQ0027,HR,Non-Executive,Headhunting Firm,2022-08-06,CV Screening,Rejected - CV Screen,0,9
CAN02233,REQ0027,HR,Non-Executive,Internal Referral,2022-07-23,CV Screening,Rejected - CV Screen,0,7
CAN02234,REQ0027,HR,Non-Executive,Walk-in,2022-07-25,Hired,Hired,1,60
CAN02235,REQ0027,HR,Non-Executive,LinkedIn,2022-08-07,CV Screening,Rejected - CV Screen,0,7
CAN02236,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-25,CV Screening,Rejected - CV Screen,0,6
CAN02237,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-09,Written Test,Rejected - Written Test,0,15
CAN02238,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-06,CV Screening,Rejected - CV Screen,0,9
CAN02239,REQ0027,HR,Non-Executive,LinkedIn,2022-07-23,CV Screening,Rejected - CV Screen,0,9
CAN02240,REQ0027,HR,Non-Executive,Internal Referral,2022-08-02,CV Screening,Rejected - CV Screen,0,10
CAN02241,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-29,CV Screening,Rejected - CV Screen,0,6
CAN02242,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-28,CV Screening,Rejected - CV Screen,0,9
CAN02243,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-06,CV Screening,Rejected - CV Screen,0,8
CAN02244,REQ0027,HR,Non-Executive,LinkedIn,2022-07-30,CV Screening,Rejected - CV Screen,0,8
CAN02245,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-10,CV Screening,Rejected - CV Screen,0,8
CAN02246,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-31,CV Screening,Rejected - CV Screen,0,7
CAN02247,REQ0027,HR,Non-Executive,LinkedIn,2022-08-07,CV Screening,Rejected - CV Screen,0,10
CAN02248,REQ0027,HR,Non-Executive,Internal Referral,2022-07-31,CV Screening,Rejected - CV Screen,0,4
CAN02249,REQ0027,HR,Non-Executive,LinkedIn,2022-08-02,Written Test,Rejected - Written Test,0,12
CAN02250,REQ0027,HR,Non-Executive,Headhunting Firm,2022-07-23,Written Test,Rejected - Written Test,0,18
CAN02251,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-23,CV Screening,Rejected - CV Screen,0,3
CAN02252,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-24,CV Screening,Rejected - CV Screen,0,8
CAN02253,REQ0027,HR,Non-Executive,LinkedIn,2022-08-08,CV Screening,Rejected - CV Screen,0,3
CAN02254,REQ0027,HR,Non-Executive,Walk-in,2022-07-28,CV Screening,Rejected - CV Screen,0,6
CAN02255,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-05,CV Screening,Rejected - CV Screen,0,7
CAN02256,REQ0027,HR,Non-Executive,Internal Referral,2022-08-10,Written Test,Rejected - Written Test,0,12
CAN02257,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-29,CV Screening,Rejected - CV Screen,0,4
CAN02258,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-31,Interview,Rejected - Interview,0,27
CAN02259,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-04,CV Screening,Rejected - CV Screen,0,7
CAN02260,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-23,Interview,Rejected - Interview,0,25
CAN02261,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-25,CV Screening,Rejected - CV Screen,0,7
CAN02262,REQ0027,HR,Non-Executive,Walk-in,2022-07-31,CV Screening,Rejected - CV Screen,0,9
CAN02263,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-30,CV Screening,Rejected - CV Screen,0,7
CAN02264,REQ0027,HR,Non-Executive,LinkedIn,2022-08-10,CV Screening,Rejected - CV Screen,0,9
CAN02265,REQ0027,HR,Non-Executive,LinkedIn,2022-08-05,CV Screening,Rejected - CV Screen,0,8
CAN02266,REQ0027,HR,Non-Executive,LinkedIn,2022-08-07,Hired,Hired,1,69
CAN02267,REQ0027,HR,Non-Executive,LinkedIn,2022-08-05,CV Screening,Rejected - CV Screen,0,10
CAN02268,REQ0027,HR,Non-Executive,LinkedIn,2022-07-24,CV Screening,Rejected - CV Screen,0,6
CAN02269,REQ0027,HR,Non-Executive,Walk-in,2022-08-03,CV Screening,Rejected - CV Screen,0,5
